LGA,WARD,name,type,ownership,code,lga,Type_2,ownership2,no,
,Etikan,"BHC, Ode Etikan",Primary,Public,28,11,1,1,26,
,Ugbonla Ugbo 11,BHC Ugbonla,Primary,Public,28,11,1,1,27,
,,"Kings Med. Centre, Igbokoda",Primary,Private,28,11,1,2,28,
,,Ayemafuge Hosp & Mat. Igbokoda,Secondary,Private,28,11,2,2,29,
,,"Command Community Hospital, Igbokoda",Primary,Private,28,11,1,2,30,
,,Makanjuola Clinic Igbokoda,Primary,Private,28,11,1,2,31,
IRELE,Ajagba 11,CHC Ajagba,Primary,Public,28,12,1,1,1,
,Akotogbo 11,BHC Akokotogbo,Primary,Public,28,12,1,1,2,
,,BHC Ijosun,Primary,Public,28,12,1,1,3,
,Irele I,BHC Gbogi,Primary,Public,28,12,1,1,4,
,Irele 11,BHC Idogun,Primary,Public,28,12,1,1,5,
,,CHC Lipaanu,Primary,Public,28,12,1,1,6,
,Irele 111,"General Hospital, Ode-Irele",Secondary,Public,28,12,2,1,7,
,,BHC Atunrasi,Primary,Public,28,12,1,1,8,
,,BHC  Ayadi,Primary,Public,28,12,1,1,9,
,,BHC Lokaka,Primary,Public,28,12,1,1,10,
,Irele iv,BHC Legbigbo,Primary,Public,28,12,1,1,11,
,Irele v,CHC Ode-Irele,Primary,Public,28,12,1,1,12,
,,BHC Ruwahe,Primary,Public,28,12,1,1,13,
,Iyansan/Omi,BHC Iyansan,Primary,Public,28,12,1,1,14,
,,BHC Omi,Primary,Public,28,12,1,1,15,
,,"St. Peter's hosp, Irele",Primary,Private,28,12,1,2,16,
,,Fak Clinic Ode irele,Primary,Private,28,12,1,2,17,
,,Olatujoye clinic Ode-irele,Primary,Private,28,12,1,2,18,
,,St. Michael's Clinic Ode-Irele,Primary,Private,28,12,1,2,19,
,,St. Stephen Clinic Ode-Irele,Primary,Private,28,12,1,2,20,
ODIGBO ,Ore 1,General Hosp. Ore,Secondary,Public,28,13,2,1,1,
,,BHC Ore,Primary,Public,28,13,1,1,2,
,,FSP Clinic Ore,Primary,Public,28,13,1,1,3,
,Ore 11,HC Abapaanu,Primary,Public,28,13,1,1,4,
,,HC Asejire,Primary,Public,28,13,1,1,5,
,,HC Mile 9,Primary,Public,28,13,1,1,6,
,,HC Mile 10,Primary,Public,28,13,1,1,7,
,,BHC Mile 13 ,Primary,Public,28,13,1,1,8,
,,HC Olorunsogo,Primary,Public,28,13,1,1,9,
,Odigbo 1,HC Adaja,Primary,Public,28,13,1,1,10,
,,HC Akinfolarin,Primary,Public,28,13,1,1,11,
,,BHC Odigbo,Primary,Public,28,13,1,1,12,
,,BHC Orita Ojo,Primary,Public,28,13,1,1,13,
,Agbabu,HC Agbabu,Primary,Public,28,13,1,1,14,
,,HC Ajana Ejidokun,Primary,Public,28,13,1,1,15,
,,HC Ajana Inisa,Primary,Public,28,13,1,1,16,
,,HC Araromi Oladapo,Primary,Public,28,13,1,1,17,
,,HC Kajola Ojurin,Primary,Public,28,13,1,1,18,
,Ago-Alaye,HC Ago - Alaye,Primary,Public,28,13,1,1,19,
,,HC Oniparanta ,Primary,Public,28,13,1,1,20,
,Oniparaga,HC Ajebamibo,Primary,Public,28,13,1,1,21,
,,HC Ajebamidele,Primary,Public,28,13,1,1,22,
,,HC Bolorunduro,Primary,Public,28,13,1,1,23,
,,HC Imorun,Primary,Public,28,13,1,1,24,
,,HC Jagiodo,Primary,Public,28,13,1,1,25,
,,HC Kajola Express,Primary,Public,28,13,1,1,26,
,,HC Labon,Primary,Public,28,13,1,1,27,
,,HC Obadore,Primary,Public,28,13,1,1,28,
,,BHC Oniparaga,Primary,Public,28,13,1,1,29,
,,HC Onitea,Primary,Public,28,13,1,1,30,
,,HC Temididre,Primary,Public,28,13,1,1,31,
,Ajue,CHC Ajue,Primary,Public,28,13,1,1,32,
,,BHC Ajue,Primary,Public,28,13,1,1,33,
,,HC Asewele-Korede,Primary,Public,28,13,1,1,34,
,,HC Igburowo,Primary,Public,28,13,1,1,35,
,,HC Oloruntedo,Primary,Public,28,13,1,1,36,
,,HC Oro,Primary,Public,28,13,1,1,37,
,,HC Orotedo,Primary,Public,28,13,1,1,38,
,Araromi-Obu,CHC Araromi Obu,Primary,Public,28,13,1,1,39,
,Ayesan,BHC Ayesan,Primary,Public,28,13,1,1,40,
,Ebijaw,BHC Bajare,Primary,Public,28,13,1,1,41,
,,HC  Ebijaw,Primary,Public,28,13,1,1,42,
,,HC  Ladosa,Primary,Public,28,13,1,1,43,
,,HC Obasasa,Primary,Public,28,13,1,1,44,
,,HC Araromi/Orisumbare,Primary,Public,28,13,1,1,45,
,Koseru,HC Ifara Paanu,Primary,Public,28,13,1,1,46,
,,HC Koseru,Primary,Public,28,13,1,1,47,
,,"A.M. clinic, Araromi obu",Primary,Private,28,13,1,2,48,
,,Akintimehing Mat. Home Onifon,Primary,Private,28,13,1,2,49,
,,"Akinwale Mat. Home, Omifon",Primary,Private,28,13,1,2,50,
,,Arif Med Clinic Ore,Primary,Private,28,13,1,2,51,
,,Ayebusiwa Clinic & Mat. Araromi Obu,Primary,Private,28,13,1,2,52,
,,Ayo Clinic Oro Via Ajue,Primary,Private,28,13,1,2,53,
,,Dec. Medical Clinic Ore,Primary,Private,28,13,1,2,54,
,,Ejire Falbeth Hosp. Ore,Primary,Private,28,13,1,2,55,
,,Famol Health Clinic,Primary,Private,28,13,1,2,56,
,,"Free Wealth clinic, Ore",Primary,Private,28,13,1,2,57,
,,"Glory Field Hospital, Ore",Primary,Private,28,13,1,2,58,
,,Group Med. Clinic Ore,Primary,Private,28,13,1,2,59,
,,"Holy Cross Mat. Home, Ore",Primary,Private,28,13,1,2,60,
,,jijola Clinic and Mat. Home Ore,Primary,Private,28,13,1,2,61,
,,"Kenfabs Clinic, Ore",Primary,Private,28,13,1,2,62,
,,Maximum Med. Clinic Ore,Primary,Private,28,13,1,2,63,
,,Mid-way Clinic & Mat Home Ore,Primary,Private,28,13,1,2,64,
,,Ola Jesu Medical Clinic Ore,Primary,Private,28,13,1,2,65,
,,Olawore Medical Clinic Oniparaga,Primary,Private,28,13,1,2,66,
,,"Oluseyi Conv. Home, Omifono",Primary,Private,28,13,1,2,67,
,,Oluyemi Medical Clinic Ore,Primary,Private,28,13,1,2,68,
,,Opeyemi Nursing Home Ore,Primary,Private,28,13,1,2,69,
,,"Ore Medical Centre, Ore",Primary,Private,28,13,1,2,70,
,,"Orone Optical Centre, Ore",Primary,Private,28,13,1,2,71,
,,Parazone Oluwa Remilekun Clinic Kajola,Primary,Private,28,13,1,2,72,
,,"Pima Hospital, Ore",Primary,Private,28,13,1,2,73,
,,"St. Francis Med. Centre, Ore",Secondary,Private,28,13,2,2,74,
,,St. Thomas Med. Clinic Orita Ajana,Primary,Private,28,13,1,2,75,
,,"Tolaj Hosp, Ore",Primary,Private,28,13,1,2,76,
OKITIPUPA,Okitipupa1,SSH. OKITIPUPA,Secondary,Public,28,14,2,1,1,
,Okitipupa11,BHC Idepe,Primary,Public,28,14,1,1,2,
,,FSP Clinic Okitipupa 1,Primary,Public,28,14,1,1,3,
,,"H. Centre, Okitipupa 1",Primary,Public,28,14,1,1,4,
,Igbodigo/Ayeka,BHCAraromi,Primary,Public,28,14,1,1,5,
,Igodalisa/Igbodigo/Ayeka,BHC Ayeka,Primary,Public,28,14,1,1,6,
,,BHC Igbodigo,Primary,Public,28,14,1,1,7,
,,BHC Igodalisa,Primary,Public,28,14,1,1,8,
,,H. Post Okumo,Primary,Public,28,14,1,1,9,
,Ilutitun 11,BHC Ayetoro1,Primary,Public,28,14,1,1,10,
,,BHC Ayetoro 11,Primary,Public,28,14,1,1,11,
,,CHC Ilutitun,Primary,Public,28,14,1,1,12,
,,H. Post Mile 49,Primary,Public,28,14,1,1,13,
,,BHC / Omowole,Primary,Public,28,14,1,1,14,
,,H. Post Wakajaye,Primary,Public,28,14,1,1,15,
,Ilutitun 111,BHC Omotoso,Primary,Public,28,14,1,1,16,
,Ode-Aye 1,CHC Ode-Aye 1,Primary,Public,28,14,1,1,17,
,Ode-Aye 11,BHC Gotalota,Primary,Public,28,14,1,1,18,
,Igbotako1,CHC Igbotako,Primary,Public,28,14,1,1,19,
,Igbotako11,BHC Igbotako,Primary,Public,28,14,1,1,20,
,,BHC Ilebe,Primary,Public,28,14,1,1,21,
,Ijuodo/rekiti,BHC Idobilayo,Primary,Public,28,14,1,1,22,
,,BHC Ijuodo,Primary,Public,28,14,1,1,23,
,,Federal PHC Ijuodo,Primary,Public,28,14,1,1,24,
,,"H. Post, Irowa",Primary,Public,28,14,1,1,25,
,,H. Post Iwada,Primary,Public,28,14,1,1,26,
,Erinje 1,BHC Ode-Aye 11,Primary,Public,28,14,1,1,27,
,Ikoya/Oloto,BHC Ikoya,Primary,Public,28,14,1,1,28,
,,BHC Oloto,Primary,Public,28,14,1,1,29,
,,"Abiye Mat. Home, Okitipupa",Primary,Private,28,14,1,2,30,
,,"Adeleke Mem Hosp, Okitipua.",Primary,Private,28,14,1,2,31,
,,"Akingbola Hospital, Okitipupa",Primary,Private,28,14,1,2,32,
,,"Ayoval Hospital, Okitipupa.",Primary,Private,28,14,1,2,33,
,,Cabik Maternity Home Okitipupa,Primary,Private,28,14,1,2,34,
,,"Es & Jay Hosp., Okitipupa",Primary,Private,28,14,1,2,35,
,,Excell Med. Lab Services Okitipupa,Primary,Private,28,14,1,2,36,
,,"Ibukun Olu ayo Hospital, Ode-Aye",Primary,Private,28,14,1,2,37,
,,Mainland Hosp. Okitipupa,Primary,Private,28,14,1,2,38,
,,Oluwadare Clinic & Mt. Okitipupa,Primary,Private,28,14,1,2,39,
,,St. Luke's Hosp. Okitipupa,Primary,Private,28,14,1,2,40,
ONDO EAST,Bolorunduro 1,General Hosp. Bolorunduro,Secondary,Public,28,15,2,1,1,
,Bolorunduro 1,Comp. H. C. Wasimi,Primary,Public,28,15,1,1,2,
,Bolorunduro/Oboto 1,"H. Centre, Oboto",Primary,Public,28,15,1,1,3,
,Epe,"Comp. H. Centre, Epe",Primary,Public,28,15,1,1,4,
,Epe,"H. Centre, Atamo",Primary,Public,28,15,1,1,5,
,Epe,"H. Centre, Mobire",Primary,Public,28,15,1,1,6,
,Epe,"H. Centre, Lomileju",Primary,Public,28,15,1,1,7,
,Epe,"H. Centre, Awo",Primary,Public,28,15,1,1,8,
,Epe,"H. centre, Lahoro",Primary,Public,28,15,1,1,9,
,Fagbo,"Comp. H. Centre, Fagbo",Primary,Public,28,15,1,1,10,
,Tekuile,"H. Centre, Tekule",Primary,Public,28,15,1,1,11,
,Tepo,"H. Centre, Owena",Primary,Public,28,15,1,1,12,
,Asantan Oja,"H. Centre, Asantan",Primary,Public,28,15,1,1,13,
,Igba,"H. Centre, Igba",Primary,Public,28,15,1,1,14,
,Igba,"H. Centre, Italurowo",Primary,Public,28,15,1,1,15,
,Igbo Oja,"H. Centre, Igbo-Oja",Primary,Public,28,15,1,1,16,
,Kolawole,"H. Centre, Kolawole",Primary,Public,28,15,1,1,17,
,Owena Bridge,"H. Centre, Owena bridge",Primary,Public,28,15,1,1,18,
,Owena Bridge,"H. Centre, Sasere",Primary,Public,28,15,1,1,19,
,Owena Bridge,"H. Centre, Apurere",Primary,Public,28,15,1,1,20,
,Olorunsogo,"H. Centre, Olorunsogo",Primary,Public,28,15,1,1,21,
,Olorunsogo,"Comp. H. C, Orisunmibare",Primary,Public,28,15,1,1,22,
ONDO WEST,Lekere/Abusoro,BHC Abusoro,Primary,Public,28,16,1,1,1,
,,BHC Lekere,Primary,Public,28,16,1,1,2,
,Okelisa/Okedoko,State Spec. Hosp. Ondo,Secondary,Public,28,16,3,1,3,
,,BHC Better Life,Primary,Public,28,16,1,1,4,
,,FSP Sabo,Primary,Public,28,16,1,1,5,
,Laje,BHC Agogbo,Primary,Public,28,16,1,1,6,
,,BHC Ajegunle,Primary,Public,28,16,1,1,7,
,,BHC Aratundi,Primary,Public,28,16,1,1,8,
,,BHC Aratunlojo,Primary,Public,28,16,1,1,9,
,,BHC Basiri,Primary,Public,28,16,1,1,10,
,,BHC Ilutuntun,Primary,Public,28,16,1,1,11,
,,CHC Laje,Primary,Public,28,16,1,1,12,
,,BHC Obekeko,Primary,Public,28,16,1,1,13,
,,BHC Orisosi,Primary,Public,28,16,1,1,14,
,,BHC Orisunmibare 1,Primary,Public,28,16,1,1,15,
,,BHC Orisunmibare11,Primary,Public,28,16,1,1,16,
,,BHC Orisunmibare No 2,Primary,Public,28,16,1,1,17,
,Oka,BHC Ayeyemi,Primary,Public,28,16,1,1,18,
,,BHC Oka,Primary,Public,28,16,1,1,19,
,Igunshin,BHC Olorunsogo,Primary,Public,28,16,1,1,20,
,,BHC Bagbe,Primary,Public,28,16,1,1,21,
,,CHC Igunsin,Primary,Public,28,16,1,1,22,
,,BHC Erinla,Primary,Public,28,16,1,1,23,
,,BHC Igbado,Primary,Public,28,16,1,1,24,
,,BHC Odowo,Primary,Public,28,16,1,1,25,
,,BHC Orisunbare/Erinla,Primary,Public,28,16,1,1,26,
,,BHC Tokunbo,Primary,Public,28,16,1,1,27,
,Igbindo,BHC Egunoba,Primary,Public,28,16,1,1,28,
,,BHC Eleyowo,Primary,Public,28,16,1,1,29,
,,BHC Egbindo,Primary,Public,28,16,1,1,30,
,,BHC Laoso,Primary,Public,28,16,1,1,31,
,,BHC Owode-Lepo,Primary,Public,28,16,1,1,32,
,Ilunla/Ogho,BHC Ilu-Nla,Primary,Public,28,16,1,1,33,
,Jilalu,BHC Jilalu,Primary,Public,28,16,1,1,34,
,Maroko,BHC Maroko,Primary,Public,28,16,1,1,35,
,Moferere,CHC Moferere Oja,Primary,Public,28,16,1,1,36,
,Surulere,BHC Surulere,Primary,Public,28,16,1,1,37,
,Yaba,BHC Jimekun,Primary,Public,28,16,1,1,38,
,,"BHC Yaba, Akinjagunla",Primary,Public,28,16,1,1,39,
,,"Adeyalo Clinic Hospital, Ondo",Secondary,Private,28,16,2,2,40,
,,Abiye Mat. Home Ondo,Primary,Private,28,16,1,2,41,
,,"Ago Itutu Hospital, Ondo",Primary,Private,28,16,1,2,42,
,,"Aina Mem. Clinic, Ondo",Primary,Private,28,16,1,2,43,
,,"Akinkoye Mem. Clinic, Ondo",Primary,Private,28,16,1,2,44,
,,Akinyemi Clinic Igba-Ondo,Primary,Private,28,16,1,2,45,
,,Alfa Med. Clinic Ondo,Primary,Private,28,16,1,2,46,
,,All Saints Church Clinic Ondo,Primary,Private,28,16,1,2,47,
,,Ayofunmi Clinic Ondo,Primary,Private,28,16,1,2,48,
,,Babajide Mem. Poly Clinic Ondo,Primary,Private,28,16,1,2,49,
,,"Babalola Med. Centre, Ondo",Secondary,Private,28,16,2,2,50,
,,"Banke Med. Centre, Ondo",Primary,Private,28,16,1,2,51,
,,"Beta Med. Laboratories, Ondo",Primary,Private,28,16,1,2,52,
,,"Christ Hospital, Ondo",Secondary,Private,28,16,2,2,53,
,,"De-Lawrence Clinic, Ondo",Primary,Private,28,16,1,2,54,
,,"Edilokun royal clinic, Ondo",Primary,Private,28,16,1,2,55,
,,Elizabeth Mat. Home Ondo,Primary,Private,28,16,1,2,56,
,,"Emmanuel Akingba Mem Clinic, Ondo",Primary,Private,28,16,1,2,57,
,,Emmanuel Clinic Ondo,Primary,Private,28,16,1,2,58,
,,"Eniola Eye Cent. & Med. Clinic, Ondo",Primary,Private,28,16,1,2,59,
,,"Eyelayo Nursing Home, Ondo",Primary,Private,28,16,1,2,60,
,,"Flower Garden Specialist Hosp, Ondo",Secondary,Private,28,16,2,2,61,
,,"High Chief Ogunye Meme Hosp., Ondo",Primary,Private,28,16,1,2,62,
,,"Ife Olu Mat. Clinic, Ondo",Primary,Private,28,16,1,2,63,
,,"Imani Hosp., Ondo",Primary,Private,28,16,1,2,64,
,,"Laju Hospital, Ondo",Primary,Private,28,16,1,2,65,
,,"May medical Hosp., Ondo",Primary,Private,28,16,1,2,66,
,,"Mercyland Med. Centre, Ondo",Primary,Private,28,16,1,2,67,
,,Molasuru Mem. Hosp. Ondo,Primary,Private,28,16,1,2,68,
,,Mona medical Clinic Ondo,Primary,Private,28,16,1,2,69,
,,Ndubusi Hosp & Mat Ondo,Secondary,Private,28,16,2,2,70,
,,New Life Hosp. Ondo,Primary,Private,28,16,1,2,71,
,,"Omosanya Hosp., Ondo",Primary,Private,28,16,1,2,72,
,,"Ondo Dioceson Pry health Clinic, Ondo",Primary,Private,28,16,1,2,73,
,,"Ondo Med. Centre, Ondo",Primary,Private,28,16,1,2,74,
,,"Orome Optical Centre, Ondo",Primary,Private,28,16,1,2,75,
,,Prime Clinic Ondo,Primary,Private,28,16,1,2,76,
,,"Roger City Mat. Home, Ondo",Primary,Private,28,16,1,2,77,
,,"St. Stephen's Cathedral Clinic, Ondo",Primary,Private,28,16,1,2,78,
,,"Temidire Mat. Home, Ondo",Primary,Private,28,16,1,2,79,
,,"Temitope Mat. Home, Owo",Primary,Private,28,16,1,2,80,
,,Tolulope Clinic Ondo,Primary,Private,28,16,1,2,81,
,,Victoria Mat. Home Bagbe via Ondo,Primary,Private,28,16,1,2,82,
,,Victory Specialist Clinic Ondo,Secondary,Private,28,16,2,2,83,
,,"Welfast olotu hospital, Ondo",Primary,Private,28,16,1,2,84,
,,Wole ayo Hospital Ondo,Primary,Private,28,16,1,2,85,
,,"Yaba Clinic, Ondo ",Primary,Private,28,16,1,2,86,
OSE,Afo,BHC Owalafo,Primary,Public,28,17,1,1,1,
,,"BHC, Oke Afo",Primary,Public,28,17,1,1,2,
,,BHC Ugbe Afo,Primary,Public,28,17,1,1,3,
,Idoani 1,General Hosp. Idoani,Secondary,Public,28,17,2,1,4,
,,"BHC, Idoani",Primary,Public,28,17,1,1,5,
,Idoani 11,"BHC, Owani",Primary,Public,28,17,1,1,6,
,,BHC Okeluju,Primary,Public,28,17,1,1,7,
,Imoru/Arinmogija,"BHC, Arimogija",Primary,Public,28,17,1,1,8,
,,"BHC, Imoru",Primary,Public,28,17,1,1,9,
,Ikaro/Elegbeka,"BHC, Elegbeka",Primary,Public,28,17,1,1,10,
,,Ikaro BHC,Primary,Public,28,17,1,1,11,
,Ifon 1,BHC Ifon,Primary,Public,28,17,1,1,12,
,Ifon Ward 11,Ifon CHC,Primary,Public,28,17,1,1,13,
,Ijagba,"BHC, Ijagba",Primary,Public,28,17,1,1,14,
,Imeri,"BHC, Imeri",Primary,Public,28,17,1,1,15,
,Okeluse,BHC Okeluse,Primary,Public,28,17,1,1,16,
,,"CHC, Okeluse",Primary,Public,28,17,1,1,17,
,Idogun ,BHC Idogun,Primary,Public,28,17,1,1,18,
,Ute,"HP, Owajalaye",Primary,Public,28,17,1,1,19,
,,"BHC, Ute",Primary,Public,28,17,1,1,20,
,,HP Arajomo Eye,Primary,Public,28,17,1,1,21,
,,"HP, Ori-Okin",Primary,Public,28,17,1,1,22,
,,"Kayode Clinic & Mat. Home, Ifon",Primary,Private,28,17,1,2,23,
,,"Adelabu Med. Centre, Ifon",Primary,Private,28,17,1,2,24,
,,Akerele Clinic & Mat. Ifon,Primary,Private,28,17,1,2,25,
,,Oluremi Mat. Home Ifon,Primary,Private,28,17,1,2,26,
,,Adefola Clinic & Mat Home Ute,Primary,Private,28,17,1,2,27,
,,"Fashmola Oyeladun Med. Clinic, Ifon",Primary,Private,28,17,1,2,28,
OWO,,FMC Owo,Tertiary,Public,28,18,3,1,1,
,,General Hosp. Owo,Secondary,Public,28,18,2,1,2,
,Isida/Ipemen/Idansen/Obusoto,BHC Agbowa,Primary ,Public,28,18,1,1,3,
,,HP Agopanu,Primary ,Public,28,18,1,1,4,
,,BHC Ipeme,Primary ,Public,28,18,1,1,5,
,,BHC Isuada,Primary ,Public,28,18,1,1,6,
,,BHC Obasoto,Primary ,Public,28,18,1,1,7,
,Uso/Emure-ile,BHC Amurin,Primary ,Public,28,18,1,1,8,
,,CHC Emure-ile,Primary ,Public,28,18,1,1,9,
,,BHC Eporo,Primary ,Public,28,18,1,1,10,
,Igboroko 1,BHC Oke-mapo,Primary ,Public,28,18,1,1,11,
,Igboroko 11,BHC Igboroko,Primary ,Public,28,18,1,1,12,
,,BHC Ijebu,Primary ,Public,28,18,1,1,13,
,Ijebu 1,BHC Ijebu Owo,Primary ,Public,28,18,1,1,14,
,Ijebu II,HP Ijebu Owo,Primary ,Public,28,18,1,1,15,
,Ipele,CHC Ipele,Primary ,Public,28,18,1,1,16,
,,HC Ipele,Primary ,Public,28,18,1,1,17,
,,BHC Okitiofa,Primary ,Public,28,18,1,1,18,
,,HP Malege,Primary ,Public,28,18,1,1,19,
,Isaipen,HC Isaipen ,Primary ,Public,28,18,1,1,20,
,Iyere,CHC Iyere,Primary ,Public,28,18,1,1,21,
,,Fed. PHC Iyere,Primary ,Public,28,18,1,1,22,
,Uso/Emure-ile,BHC Okeodo,Primary ,Public,28,18,1,1,23,
,,BHC Uso ,Primary ,Public,28,18,1,1,24,
,,"Obanoye Health Clinic, Owo",Primary ,Private,28,18,1,2,25,
,,Ogo Oluwa clinic Ipele,Primary ,Private,28,18,1,2,26,
,,Omololu Hospital Owo,Primary ,Private,28,18,1,2,27,
,,"Ibidapo Bola Clinic & Mat., Owo",Primary ,Private,28,18,1,2,28,
,,"Abiodun Mem. Clinic, Owo",Primary ,Private,28,18,1,2,29,
,,"Orimalade mem. Nursing Home, Owo",Primary ,Private,28,18,1,2,30,
,,"Ogundowole Mem. Mat, Centre, Owo",Primary ,Private,28,18,1,2,31,
,,"Ejemikin Mem. Clinic, Uso",Primary ,Private,28,18,1,2,32,
,,"Omolere Clinic, Owo",Primary ,Private,28,18,1,2,33,
,,Julius Health Clinic Iyere-Owo,Primary ,Private,28,18,1,2,34,
,,"St. Stephen Nursing Home, Owo",Primary ,Private,28,18,1,2,35,
,,"St. John Clinic, Owo",Primary ,Private,28,18,1,2,36,
,,Enuolawumi Med. Clinic Owo,Primary ,Private,28,18,1,2,37,
,,"Odji Mem Hospital, Owo",Primary ,Private,28,18,1,2,38,
,,"Christ Grace Mat. Home, Owo",Primary ,Private,28,18,1,2,39,
,,Yemi Clinic Owo,Primary ,Private,28,18,1,2,40,
,,Durotola Balance Med. Clinic Owo,Primary ,Private,28,18,1,2,41,
,,Oluranti Med. Clinic Ipele,Primary ,Private,28,18,1,2,42,
,,People's Clinic Owo,Primary ,Private,28,18,1,2,43,
,,,,,,,,,,
SUMMARY,,,,,,,,,,
LGA,PRIMARY,,SECONDARY,,TERTIARY,,TOTAL,,,
,PUBLIC,PRIVATE,PUBLIC,PRIVATE,PUBLIC,PRIVATE,,,,
ILE OLUJI - OKEIGBO ,29,8,1,2,0,0,40,,,
AKOKO NORTH EAST,17,16,1,2,0,0,36,,,
AKOKO SOUTH EAST,17,4,1,0,0,0,22,,,
AKOKO SOUTH WEST,24,19,1,0,0,0,44,,,
AKOKO NORTH WEST,18,8,1,0,0,0,27,,,
AKURE NORTH,22,11,1,0,0,0,34,,,
AKURE SOUTH,19,120,2,7,1,0,149,,,
ESE-ODO,26,0,1,0,0,0,27,,,
IDANRE,46,10,1,2,0,0,59,,,
IFEDORE,26,0,1,0,0,0,27,,,
ILAJE,26,3,1,1,0,0,31,,,
IRELE,14,5,1,0,0,0,20,,,
ODIGBO,46,28,1,1,0,0,76,,,
OKITIPUPA,28,11,1,0,0,0,40,,,
ONDO EAST,21,0,1,0,0,0,22,,,
ONDO WEST,38,41,1,6,0,0,86,,,
OSE,21,6,1,0,0,0,28,,,
OWO,22,19,1,0,1,0,43,,,
,460,309,19,21,2,0,811,,,
,769,,40,,2,,811,,,
"As presented in the summary table above, there are a total of 811 health facilities in Ondo State. Of this number, 95 % (769) are Primary Health Care facilities,",,,,,,,,,,
40 are Secondary Health Care facilities and 2 are tertiary health care facilities.,,,,,,,,,,
"Of the 769 PHC facilities, 60% (460) are public owned. The remaining 309 or 40% are private providers.  At the secondary health care level,  48% (19 ) of 40 health facilities  ",,,,,,,,,,
are public owned while 21 (52%) are privately owned. The two tertiary health facilities in the State are public owned.,,,,,,,,,,
,,,,,,,,,,
OSUN STATE,,,,,,,,,,
HEALTH FACILITY LISTING ,,,,,,,,,,
LGA,WARD,NAME OF HEALTH FACILITY,FACILITY TYPE,OWNERSHIP PUBLIC / PRIVATE,CODE,,,,,
,,,,,STATE ,LGA,FACILITY TYPE,OWNERSHIP ,FACILITY NO,
AYEDAADE,Otun Olufi Ward 4,Comp. Health Centre Gbongan,Secondary,Public,29,1,2,1,1,
,,"Primary Health Centre, Oke Elu",Primary,Public,29,1,1,1,2,
,,"Primary Health Centre, Bember",Primary,Public,29,1,1,1,3,
,,"Itunu Conv. Home, Orile Owu",Primary,Private,29,1,1,2,4,
,,Primary Health Centre Wakajaye Junction,Primary,Public,29,1,1,1,5,
,Lagere Arinola Ward 5,"Ife Oluwa Conv. Home, Iwo Rd., Ode Omu",Primary,Private,29,1,1,2,6,
,Anlugbua Ward 10,"Primary Health Centre, Lasola",Primary,Public,29,1,1,1,7,
,,TBL Oke Elu Gbongan,Primary,Public,29,1,1,1,8,
,Lagere Amola Ward 6,"Comp. Health Centre, Ode Omu",Secondary,Public,29,1,2,1,9,
,,"Primary Health Centre, Ode Omu",Primary,Public,29,1,1,1,10,
,,"Olaoluwa Mat. Home, Oke Amola, Odeomu",Primary,Private,29,1,1,2,11,
,,"Ise Oluwa Conv. Home, Oke-Ola Str. Ode-Omu",Primary,Private,29,1,1,2,12,
,,Oogi Mat. Centre,Primary,Public,29,1,1,1,13,
,Obalufon Ward 9,"Primary Health Centre, Orile Owu",Primary,Public,29,1,1,1,14,
,Wakajaye Ward 7,"Primary Health Centre, Wakajaye",Primary,Public,29,1,1,1,15,
,,"Health Post, Ayetoro",Primary,Public,29,1,1,1,16,
,Torikere Ward 8,"Primary Health Centre, Tonkere",Primary,Public,29,1,1,1,17,
,Araromi 11,"Primary Health Centre, Alaguntan",Primary,Public,29,1,1,1,18,
,,"Health Post, Araromi Owu",Primary,Public,29,1,1,1,19,
,,Health Post Ogbaagba,Primary,Public,29,1,1,1,20,
,,Health Post Mokore,Primary,Public,29,1,1,1,21,
,,Abimbola M/C,Primary,Public,29,1,1,1,22,
,Balogun Ward 2,Primary Health Centre Akiriboto 1,Primary,Public,29,1,1,1,23,
,,Victory Hospt. Gbongan Rd Ode-Omu,Primary,Private,29,1,1,2,24,
,,Al-Ameen Med. Centre Oke-Bola Gbongan,Primary,Private,29,1,1,2,25,
,,"Graceland Med. Centre Ife Road, Gbongan",Primary,Private,29,1,1,2,26,
,,"Primary Health Centre, Akiriboto 11",Primary,Public,29,1,1,1,27,
,Gbongan Rural (1),"Primary Health Centre, Oloba",Primary,Public,29,1,1,1,28,
,Olufi Ward 3,Layo Model Hospt. Ajegunle Str. Gbongan,Primary,Private,29,1,1,2,29,
,,"Primary Health Centre, Ijugba",Primary,Public,29,1,1,1,30,
,Oke-Odo Ayegbaju 5,"Oyaronbi Conv. Home, Oke-Owu Str Odeomu",Primary,Private,29,1,1,2,31,
,,"Modupe Mat. Home, Ile-Oso Aro, Ode-Omu",Primary,Private,29,1,1,2,32,
AYEDIRE,Ward II Idiape,Comp. Health Centre Ile-Ogbo,Secondary,Public,29,2,2,1,1,
,Wrd 1 Kuta,"Comp. Health Centre, Kuta",Secondary,Public,29,2,2,1,2,
,Ward 1 Oosa Ileogbo,"Primary Health Centre, Oke Odo",Primary,Public,29,2,1,1,3,
,1 Oluponna Omisore,"Primary Health Centre, Omisore",Primary,Public,29,2,1,1,4,
,III Ilagi,"Primary Health Centre, Ilagi",Primary,Public,29,2,1,1,5,
,,"Health Centre, Arijesu",Primary,Public,29,2,1,1,6,
,I Isale oba Kuta,"Primary Health Centre, Isale Oba",Primary,Public,29,2,1,1,7,
